"STATION","DATE","SOURCE","LATITUDE","LONGITUDE","ELEVATION","NAME","REPORT_TYPE","CALL_SIGN","QUALITY_CONTROL","WND","CIG","VIS","TMP","DEW","SLP","AA1","AA2","AZ1","AZ2","KA1","KA2","OD1","REM","EQD"
"71006099999","2014-04-03T12:00:00","4","52.3","-111.7666666","737.0","ALLIANCE AGCM, CA","SAO  ","99999","V020","270,1,9,0010,1","99999,9,9,9","999999,9,9,9","-0153,1","-0164,1","99999,9",,,,,,,,"AWY049PAA SA 1200 AUTO8 M M M M/-15/-16/2702/M/ M 34MM=",
"71006099999","2014-04-03T13:00:00","4","52.3","-111.7666666","737.0","ALLIANCE AGCM, CA","SAO  ","99999","V020","250,1,9,0005,1","99999,9,9,9","999999,9,9,9","-0173,1","-0187,5","99999,9",,,,,,,,"AWY049PAA SA 1300 AUTO8 M M M M/-17/-19/2501/M/ M 37MM=",
"71006099999","2014-04-03T14:00:00","4","52.3","-111.7666666","737.0","ALLIANCE AGCM, CA","SAO  ","99999","V020","260,1,9,0005,1","99999,9,9,9","999999,9,9,9","-0153,1","-0155,5","99999,9",,,,,,,,"AWY049PAA SA 1400 AUTO8 M M M M/-15/-16/2601/M/ M 35MM=",
"71006099999","2014-04-03T15:00:00","4","52.3","-111.7666666","737.0","ALLIANCE AGCM, CA","SAO  ","99999","V020","250,1,9,0005,1","99999,9,9,9","999999,9,9,9","-0101,1","-0107,5","99999,9",,,,,,,,"AWY049PAA SA 1500 AUTO8 M M M M/-10/-11/2501/M/ M 17MM=",
"71006099999","2014-04-03T16:00:00","4","52.3","-111.7666666","737.0","ALLIANCE AGCM, CA","SAO  ","99999","V020","220,1,9,0021,1","99999,9,9,9","999999,9,9,9","-0100,1","-0109,5","99999,9",,,,,,,,"AWY049PAA SA 1600 AUTO8 M M M M/-10/-11/2204/M/ M 09MM=",
"71006099999","2014-04-03T17:00:00","4","52.3","-111.7666666","737.0","ALLIANCE AGCM, CA","SAO  ","99999","V020","240,1,9,0021,1","99999,9,9,9","999999,9,9,9","-0073,1","-0080,1","99999,9",,,,,,,,"AWY049PAA SA 1700 AUTO8 M M M M/-07/-08/2404/M/ M 30MM=",
"71006099999","2014-04-03T18:00:00","4","52.3","-111.7666666","737.0","ALLIANCE AGCM, CA","FM-12","99999","V020","240,1,N,0015,1","99999,9,9,N","999999,9,9,9","-0063,1","-0073,1","99999,9","06,0000,9,1","24,0053,3,1",,,"120,M,-0046,1","120,N,-0173,1",,"SYN05871006 15/// /2403 11063 21073 60001 333 11046 21173 70053=",
"71006099999","2014-04-03T18:00:00","4","52.3","-111.7666666","737.0","ALLIANCE AGCM, CA","SAO  ","99999","V020","240,1,9,0015,1","99999,9,9,9","999999,9,9,9","-0063,1","-0073,1","99999,9",,,,,,,,"AWY049PAA SA 1800 AUTO8 M M M M/-06/-07/2403/M/ M 33MM=",
"71006099999","2014-04-03T19:00:00","4","52.3","-111.7666666","737.0","ALLIANCE AGCM, CA","SAO  ","99999","V020","070,1,9,0005,1","99999,9,9,9","999999,9,9,9","-0019,5","-0030,1","99999,9",,,,,,,,"AWY049PAA SA 1900 AUTO8 M M M M/-02/-03/0701/M/ M 90MM=",
"71006099999","2014-04-03T20:00:00","4","52.3","-111.7666666","737.0","ALLIANCE AGCM, CA","SAO  ","99999","V020","110,1,9,0010,1","99999,9,9,9","999999,9,9,9","-0022,1","-0047,5","99999,9",,,,,,,,"AWY049PAA SA 2000 AUTO8 M M M M/-02/-05/1102/M/ M 27MM=",
"71006099999","2014-04-03T21:00:00","4","52.3","-111.7666666","737.0","ALLIANCE AGCM, CA","SAO  ","99999","V020","140,1,9,0041,1","99999,9,9,9","999999,9,9,9","-0031,1","-0057,5","99999,9",,,,,,,,"AWY049PAA SA 2100 AUTO8 M M M M/-03/-06/1408/M/ M 17MM=",
"71006099999","2014-04-03T22:00:00","4","52.3","-111.7666666","737.0","ALLIANCE AGCM, CA","SAO  ","99999","V020","140,1,9,0057,1","99999,9,9,9","999999,9,9,9","-0030,1","-0056,5","99999,9",,,,,,,,"AWY049PAA SA 2200 AUTO8 M M M M/-03/-06/1411/M/ M 06MM=",
"71006099999","2014-04-03T23:00:00","4","52.3","-111.7666666","737.0","ALLIANCE AGCM, CA","SAO  ","99999","V020","170,1,9,0062,1","99999,9,9,9","999999,9,9,9","-0030,1","-0051,1","99999,9",,,,,,,,"AWY049PAA SA 2300 AUTO8 M M M M/-03/-05/1712/M/ M 01MM=",
"71006099999","2014-04-04T00:00:00","4","52.3","-111.7666666","737.0","ALLIANCE AGCM, CA","FM-12","99999","V020","140,1,N,0067,1","99999,9,9,N","999999,9,9,9","-0034,1","-0050,1","99999,9","06,0000,9,1","24,0004,3,1",,,"120,M,+0003,1","120,N,-0173,1",,"SYN05871006 15/// /1413 11034 21050 60001 333 10003 21173 70004=",
"71006099999","2014-04-04T00:00:00","4","52.3","-111.7666666","737.0","ALLIANCE AGCM, CA","SAO  ","99999","V020","140,1,9,0067,1","99999,9,9,9","999999,9,9,9","-0034,1","-0050,1","99999,9",,,,,,,"3,01,0098,1,140","AWY067PAA SA 0000 AUTO8 M M M M/-03/-05/1413/M/ PK WND 1419 2339Z M 40MM=",
"71006099999","2014-04-04T01:00:00","4","52.3","-111.7666666","737.0","ALLIANCE AGCM, CA","SAO  ","99999","V020","160,1,9,0062,1","99999,9,9,9","999999,9,9,9","-0031,1","-0035,5","99999,9",,,,,,,"3,01,0093,1,140","AWY067PAA SA 0100 AUTO8 M M M M/-03/-04/1612/M/ PK WND 1418 0006Z M 15MM=",
"71006099999","2014-04-04T02:00:00","4","52.3","-111.7666666","737.0","ALLIANCE AGCM, CA","SAO  ","99999","V020","140,1,9,0062,1","99999,9,9,9","999999,9,9,9","-0030,1","-0035,5","99999,9",,,,,,,"3,01,0098,1,150","AWY067PAA SA 0200 AUTO8 M M M M/-03/-04/1412/M/ PK WND 1519 0101Z M 05MM=",
"71006099999","2014-04-04T03:00:00","4","52.3","-111.7666666","737.0","ALLIANCE AGCM, CA","SAO  ","99999","V020","130,1,9,0057,1","99999,9,9,9","999999,9,9,9","-0034,1","-0047,5","99999,9",,,,,,,,"AWY049PAA SA 0300 AUTO8 M M M M/-03/-05/1311/M/ M 47MM=",
"71006099999","2014-04-04T04:00:00","4","52.3","-111.7666666","737.0","ALLIANCE AGCM, CA","SAO  ","99999","V020","140,1,9,0067,1","99999,9,9,9","999999,9,9,9","-0031,1","-0046,5","99999,9",,,,,,,,"AWY049PAA SA 0400 AUTO8 M M M M/-03/-05/1413/M/ M 16MM=",
"71006099999","2014-04-04T05:00:00","4","52.3","-111.7666666","737.0","ALLIANCE AGCM, CA","SAO  ","99999","V020","140,1,9,0051,1","99999,9,9,9","999999,9,9,9","-0043,1","-0056,5","99999,9",,,,,,,,"AWY049PAA SA 0500 AUTO8 M M M M/-04/-06/1410/M/ M 36MM=",
"71006099999","2014-04-04T06:00:00","4","52.3","-111.7666666","737.0","ALLIANCE AGCM, CA","FM-12","99999","V020","130,1,N,0067,1","99999,9,9,N","999999,9,9,9","-0041,1","-0053,1","99999,9","06,0000,9,1","24,0000,9,1",,,"240,M,+0003,1","240,N,-0173,1",,"SYN07471006 15/// /1313 11041 21053 60001 333 10003 21173 70000 555 31419 40000=",
"71006099999","2014-04-04T06:00:00","4","52.3","-111.7666666","737.0","ALLIANCE AGCM, CA","SAO  ","99999","V020","130,1,9,0067,1","99999,9,9,9","999999,9,9,9","-0041,1","-0053,1","99999,9",,,,,,,"3,01,0087,1,130","AWY067PAA SA 0600 AUTO8 M M M M/-04/-05/1313/M/ PK WND 1317 0555Z M 13MM=",
"71006099999","2014-04-04T07:00:00","4","52.3","-111.7666666","737.0","ALLIANCE AGCM, CA","SAO  ","99999","V020","140,1,9,0082,1","99999,9,9,9","999999,9,9,9","-0034,1","-0046,5","99999,9",,,,,,,"3,01,0108,1,140","AWY067PAA SA 0700 AUTO8 M M M M/-03/-05/1416/M/ PK WND 1421 0658Z M 46MM=",
"71006099999","2014-04-04T08:00:00","4","52.3","-111.7666666","737.0","ALLIANCE AGCM, CA","SAO  ","99999","V020","140,1,9,0087,1","99999,9,9,9","999999,9,9,9","-0037,5","+9999,9","99999,9",,,,,,,"3,01,0118,1,140","AWY067PAA SA 0800 AUTO8 M M M M/-04/-04/1417/M/ PK WND 1423 0704Z M 75MM=",
"71006099999","2014-04-04T09:00:00","4","52.3","-111.7666666","737.0","ALLIANCE AGCM, CA","SAO  ","99999","V020","140,1,9,0077,1","99999,9,9,9","999999,9,9,9","-0036,5","+9999,9","99999,9",,,,,,,"3,01,0113,1,150","AWY067PAA SA 0900 AUTO8 M M M M/-04/-04/1415/M/ PK WND 1522 0800Z M 65MM=",
"71006099999","2014-04-04T10:00:00","4","52.3","-111.7666666","737.0","ALLIANCE AGCM, CA","SAO  ","99999","V020","140,1,9,0062,1","99999,9,9,9","999999,9,9,9","-0037,5","-0047,5","99999,9",,,,,,,"3,01,0093,1,140","AWY067PAA SA 1000 AUTO8 M M M M/-04/-05/1412/M/ PK WND 1418 0913Z M 77MM=",
"71006099999","2014-04-04T11:00:00","4","52.3","-111.7666666","737.0","ALLIANCE AGCM, CA","SAO  ","99999","V020","140,1,9,0057,1","99999,9,9,9","999999,9,9,9","-0037,5","-0048,5","99999,9",,,,,,,"3,01,0098,1,160","AWY067PAA SA 1100 AUTO8 M M M M/-04/-05/1411/M/ PK WND 1619 1012Z M 78MM=",
"71006099999","2014-04-04T12:00:00","4","52.3","-111.7666666","737.0","ALLIANCE AGCM, CA","FM-12","99999","V020","160,1,N,0057,1","99999,9,9,N","999999,9,9,9","-0036,1","-0046,1","99999,9","06,0000,9,1","24,0000,9,1",,,"240,M,+0003,1","240,N,-0048,1",,"SYN05871006 15/// /1611 11036 21046 60001 333 10003 21048 70000=",
"71006099999","2014-04-04T12:00:00","4","52.3","-111.7666666","737.0","ALLIANCE AGCM, CA","SAO  ","99999","V020","160,1,9,0057,1","99999,9,9,9","999999,9,9,9","-0036,5","-0046,5","99999,9",,,,,,,,"AWY049PAA SA 1200 AUTO8 M M M M/-04/-05/1611/M/ M 66MM=",
"71006099999","2014-04-04T13:00:00","4","52.3","-111.7666666","737.0","ALLIANCE AGCM, CA","SAO  ","99999","V020","140,1,9,0062,1","99999,9,9,9","999999,9,9,9","-0026,5","-0039,5","99999,9",,,,,,,,"AWY049PAA SA 1300 AUTO8 M M M M/-03/-04/1412/M/ M 69MM=",
"71006099999","2014-04-04T14:00:00","4","52.3","-111.7666666","737.0","ALLIANCE AGCM, CA","SAO  ","99999","V020","170,1,9,0031,1","99999,9,9,9","999999,9,9,9","-0025,5","-0037,5","99999,9",,,,,,,"3,01,0093,1,160","AWY067PAA SA 1400 AUTO8 M M M M/-03/-04/1706/M/ PK WND 1618 1305Z M 57MM=",
"71006099999","2014-04-04T15:00:00","4","52.3","-111.7666666","737.0","ALLIANCE AGCM, CA","SAO  ","99999","V020","130,1,9,0021,1","99999,9,9,9","999999,9,9,9","-0019,5","-0040,1","99999,9",,,,,,,,"AWY049PAA SA 1500 AUTO8 M M M M/-02/-04/1304/M/ M 90MM=",
"71006099999","2014-04-04T16:00:00","4","52.3","-111.7666666","737.0","ALLIANCE AGCM, CA","SAO  ","99999","V020","200,1,9,0026,1","99999,9,9,9","999999,9,9,9","-0004,1","-0033,1","99999,9",,,,,,,"3,01,0098,1,190","AWY067PAA SA 1600 AUTO8 M M M M/00/-03/2005/M/ PK WND 1919 1526Z M -43MM=",
"71006099999","2014-04-04T17:00:00","4","52.3","-111.7666666","737.0","ALLIANCE AGCM, CA","SAO  ","99999","V020","250,1,9,0077,1","99999,9,9,9","999999,9,9,9","+0005,5","-0023,1","99999,9",,,,,,,"3,01,0103,1,230","AWY066PAA SA 1700 AUTO8 M M M M/01/-02/2515/M/ PK WND 2320 1625Z M 53MM=",
"71006099999","2014-04-04T18:00:00","4","52.3","-111.7666666","737.0","ALLIANCE AGCM, CA","FM-12","99999","V020","280,1,N,0072,1","99999,9,9,N","999999,9,9,9","+0039,1","-0020,1","99999,9","06,0000,9,1","24,0000,9,1",,,"120,M,+0039,1","120,N,-0063,1",,"SYN05871006 15/// /2814 10039 21020 60001 333 10039 21063 70000=",
"71006099999","2014-04-04T18:00:00","4","52.3","-111.7666666","737.0","ALLIANCE AGCM, CA","SAO  ","99999","V020","280,1,9,0072,1","99999,9,9,9","999999,9,9,9","+0039,5","-0020,1","99999,9",,,,,,,"3,01,0103,1,280","AWY066PAA SA 1800 AUTO8 M M M M/04/-02/2814/M/ PK WND 2820 1743Z M 90MM=",
"71006099999","2014-04-04T19:00:00","4","52.3","-111.7666666","737.0","ALLIANCE AGCM, CA","SAO  ","99999","V020","310,1,9,0051,1","99999,9,9,9","999999,9,9,9","+0053,1","-0021,1","99999,9",,,,,,,"3,01,0108,1,300","AWY066PAA SA 1900 AUTO8 M M M M/05/-02/3110/M/ PK WND 3021 1815Z M 31MM=",
"71006099999","2014-04-04T20:00:00","4","52.3","-111.7666666","737.0","ALLIANCE AGCM, CA","SAO  ","99999","V020","330,1,9,0046,1","99999,9,9,9","999999,9,9,9","+0053,1","-0015,5","99999,9",,,,,,,,"AWY048PAA SA 2000 AUTO8 M M M M/05/-02/3309/M/ M 35MM=",
"71006099999","2014-04-04T21:00:00","4","52.3","-111.7666666","737.0","ALLIANCE AGCM, CA","SAO  ","99999","V020","330,1,9,0041,1","99999,9,9,9","999999,9,9,9","+0057,5","-0006,5","99999,9",,,,,,,"3,01,0093,1,340","AWY066PAA SA 2100 AUTO8 M M M M/06/-01/3308/M/ PK WND 3418 2016Z M 76MM=",
"71006099999","2014-04-04T22:00:00","4","52.3","-111.7666666","737.0","ALLIANCE AGCM, CA","SAO  ","99999","V020","320,1,9,0036,1","99999,9,9,9","999999,9,9,9","+0067,5","-0008,5","99999,9",,,,,,,,"AWY048PAA SA 2200 AUTO8 M M M M/07/-01/3207/M/ M 78MM=",
"71006099999","2014-04-04T23:00:00","4","52.3","-111.7666666","737.0","ALLIANCE AGCM, CA","SAO  ","99999","V020","310,1,9,0031,1","99999,9,9,9","999999,9,9,9","+0072,1","-0007,5","99999,9",,,,,,,,"AWY048PAA SA 2300 AUTO8 M M M M/07/-01/3106/M/ M 27MM=",
"71006099999","2014-04-05T00:00:00","4","52.3","-111.7666666","737.0","ALLIANCE AGCM, CA","FM-12","99999","V020","220,1,N,0031,1","99999,9,9,N","999999,9,9,9","+0060,1","-0005,1","99999,9","06,0000,9,1","24,0000,9,1",,,"120,M,+0076,1","120,N,-0041,1",,"SYN05871006 15/// /2206 10060 21005 60001 333 10076 21041 70000=",
"71006099999","2014-04-05T00:00:00","4","52.3","-111.7666666","737.0","ALLIANCE AGCM, CA","SAO  ","99999","V020","220,1,9,0031,1","99999,9,9,9","999999,9,9,9","+0060,1","+0005,1","99999,9",,,,,,,,"AWY047PAA SA 0000 AUTO8 M M M M/06/00/2206/M/ M 05MM=",
"71006099999","2014-04-05T01:00:00","4","52.3","-111.7666666","737.0","ALLIANCE AGCM, CA","SAO  ","99999","V020","250,1,9,0015,1","99999,9,9,9","999999,9,9,9","+0049,5","-0008,5","99999,9",,,,,,,,"AWY048PAA SA 0100 AUTO8 M M M M/05/-01/2503/M/ M 98MM=",
"71006099999","2014-04-05T02:00:00","4","52.3","-111.7666666","737.0","ALLIANCE AGCM, CA","SAO  ","99999","V020","260,1,9,0010,1","99999,9,9,9","999999,9,9,9","+0012,1","-0018,5","99999,9",,,,,,,,"AWY048PAA SA 0200 AUTO8 M M M M/01/-02/2602/M/ M 28MM=",
"71006099999","2014-04-05T03:00:00","4","52.3","-111.7666666","737.0","ALLIANCE AGCM, CA","SAO  ","99999","V020","290,1,9,0010,1","99999,9,9,9","999999,9,9,9","-0003,1","-0015,5","99999,9",,,,,,,,"AWY049PAA SA 0300 AUTO8 M M M M/00/-02/2902/M/ M -35MM=",
"71006099999","2014-04-05T04:00:00","4","52.3","-111.7666666","737.0","ALLIANCE AGCM, CA","SAO  ","99999","V020","260,1,9,0021,1","99999,9,9,9","999999,9,9,9","+0002,1","-0034,1","99999,9",,,,,,,,"AWY048PAA SA 0400 AUTO8 M M M M/00/-03/2604/M/ M 24MM=",
"71006099999","2014-04-05T05:00:00","4","52.3","-111.7666666","737.0","ALLIANCE AGCM, CA","SAO  ","99999","V020","230,1,9,0010,1","99999,9,9,9","999999,9,9,9","+0000,1","-0029,5","99999,9",,,,,,,,"AWY049PAA SA 0500 AUTO8 M M M M/00/-03/2302/M/ M -09MM=",
"71006099999","2014-04-05T06:00:00","4","52.3","-111.7666666","737.0","ALLIANCE AGCM, CA","FM-12","99999","V020","220,1,N,0015,1","99999,9,9,N","999999,9,9,9","+0007,1","-0024,1","99999,9","06,0000,9,1","24,0000,9,1",,,"240,M,+0076,1","240,N,-0041,1",,"SYN07471006 15/// /2203 10007 21024 60001 333 10076 21041 70000 555 31423 40081=",
"71006099999","2014-04-05T06:00:00","4","52.3","-111.7666666","737.0","ALLIANCE AGCM, CA","SAO  ","99999","V020","220,1,9,0015,1","99999,9,9,9","999999,9,9,9","+0007,5","-0024,1","99999,9",,,,,,,,"AWY048PAA SA 0600 AUTO8 M M M M/01/-02/2203/M/ M 74MM=",
"71006099999","2014-04-05T07:00:00","4","52.3","-111.7666666","737.0","ALLIANCE AGCM, CA","SAO  ","99999","V020","200,1,9,0015,1","99999,9,9,9","999999,9,9,9","+0010,1","-0021,1","99999,9",,,,,,,,"AWY048PAA SA 0700 AUTO8 M M M M/01/-02/2003/M/ M 01MM=",
"71006099999","2014-04-05T08:00:00","4","52.3","-111.7666666","737.0","ALLIANCE AGCM, CA","SAO  ","99999","V020","120,1,9,0005,1","99999,9,9,9","999999,9,9,9","-0004,1","-0015,5","99999,9",,,,,,,,"AWY049PAA SA 0800 AUTO8 M M M M/00/-02/1201/M/ M -45MM=",
"71006099999","2014-04-05T09:00:00","4","52.3","-111.7666666","737.0","ALLIANCE AGCM, CA","SAO  ","99999","V020","330,1,9,0021,1","99999,9,9,9","999999,9,9,9","-0006,5","-0026,5","99999,9",,,,,,,,"AWY049PAA SA 0900 AUTO8 M M M M/-01/-03/3304/M/ M 66MM=",
"71006099999","2014-04-05T10:00:00","4","52.3","-111.7666666","737.0","ALLIANCE AGCM, CA","SAO  ","99999","V020","250,1,9,0015,1","99999,9,9,9","999999,9,9,9","-0004,1","-0024,1","99999,9",,,,,,,,"AWY049PAA SA 1000 AUTO8 M M M M/00/-02/2503/M/ M -44MM=",
"71006099999","2014-04-05T11:00:00","4","52.3","-111.7666666","737.0","ALLIANCE AGCM, CA","SAO  ","99999","V020","160,1,9,0026,1","99999,9,9,9","999999,9,9,9","+0005,1","-0016,5","99999,9",,,,,,,,"AWY048PAA SA 1100 AUTO8 M M M M/00/-02/1605/M/ M 56MM=",
"71006099999","2014-04-05T12:00:00","4","52.3","-111.7666666","737.0","ALLIANCE AGCM, CA","FM-12","99999","V020","200,1,N,0010,1","99999,9,9,N","999999,9,9,9","-0013,1","-0025,1","99999,9","06,0000,9,1","24,0000,9,1",,,"240,M,+0076,1","240,N,-0017,1",,"SYN05871006 15/// /2002 11013 21025 60001 333 10076 21017 70000=",
"71006099999","2014-04-05T12:00:00","4","52.3","-111.7666666","737.0","ALLIANCE AGCM, CA","SAO  ","99999","V020","200,1,9,0010,1","99999,9,9,9","999999,9,9,9","-0013,1","-0015,5","99999,9",,,,,,,,"AWY049PAA SA 1200 AUTO8 M M M M/-01/-02/2002/M/ M 35MM=",
"71006099999","2014-04-05T13:00:00","4","52.3","-111.7666666","737.0","ALLIANCE AGCM, CA","SAO  ","99999","V020","240,1,9,0005,1","99999,9,9,9","999999,9,9,9","-0028,5","-0035,5","99999,9",,,,,,,,"AWY049PAA SA 1300 AUTO8 M M M M/-03/-04/2401/M/ M 85MM=",
"71006099999","2014-04-05T14:00:00","4","52.3","-111.7666666","737.0","ALLIANCE AGCM, CA","SAO  ","99999","V020","270,1,9,0021,1","99999,9,9,9","999999,9,9,9","-0031,1","-0039,5","99999,9",,,,,,,,"AWY049PAA SA 1400 AUTO8 M M M M/-03/-04/2704/M/ M 19MM=",
"71006099999","2014-04-05T15:00:00","4","52.3","-111.7666666","737.0","ALLIANCE AGCM, CA","SAO  ","99999","V020","230,1,9,0015,1","99999,9,9,9","999999,9,9,9","+0004,1","-0010,1","99999,9",,,,,,,,"AWY048PAA SA 1500 AUTO8 M M M M/00/-01/2303/M/ M 40MM=",
"71006099999","2014-04-05T16:00:00","4","52.3","-111.7666666","737.0","ALLIANCE AGCM, CA","SAO  ","99999","V020","110,1,9,0015,1","99999,9,9,9","999999,9,9,9","+0031,1","-0010,1","99999,9",,,,,,,,"AWY048PAA SA 1600 AUTO8 M M M M/03/-01/1103/M/ M 10MM=",
"71006099999","2014-04-05T17:00:00","4","52.3","-111.7666666","737.0","ALLIANCE AGCM, CA","SAO  ","99999","V020","160,1,9,0057,1","99999,9,9,9","999999,9,9,9","+0032,1","-0010,1","99999,9",,,,,,,,"AWY048PAA SA 1700 AUTO8 M M M M/03/-01/1611/M/ M 20MM=",
"71006099999","2014-04-05T18:00:00","4","52.3","-111.7666666","737.0","ALLIANCE AGCM, CA","FM-12","99999","V020","190,1,N,0046,1","99999,9,9,N","999999,9,9,9","+0039,1","+0000,1","99999,9","06,0000,9,1","24,0000,9,1",,,"120,M,+0041,1","120,N,-0046,1",,"SYN05871006 15/// /1909 10039 20000 60001 333 10041 21046 70000=",
"71006099999","2014-04-05T18:00:00","4","52.3","-111.7666666","737.0","ALLIANCE AGCM, CA","SAO  ","99999","V020","190,1,9,0046,1","99999,9,9,9","999999,9,9,9","+0039,5","+0000,1","99999,9",,,,,,,,"AWY047PAA SA 1800 AUTO8 M M M M/04/00/1909/M/ M 90MM=",
"71006099999","2014-04-05T19:00:00","4","52.3","-111.7666666","737.0","ALLIANCE AGCM, CA","SAO  ","99999","V020","200,1,9,0046,1","99999,9,9,9","999999,9,9,9","+0052,1","+0008,5","99999,9",,,,,,,,"AWY047PAA SA 1900 AUTO8 M M M M/05/01/2009/M/ M 28MM=",
"71006099999","2014-04-05T20:00:00","4","52.3","-111.7666666","737.0","ALLIANCE AGCM, CA","SAO  ","99999","V020","170,1,9,0041,1","99999,9,9,9","999999,9,9,9","+0049,5","+0000,1","99999,9",,,,,,,,"AWY047PAA SA 2000 AUTO8 M M M M/05/00/1708/M/ M 90MM=",
"71006099999","2014-04-05T21:00:00","4","52.3","-111.7666666","737.0","ALLIANCE AGCM, CA","SAO  ","99999","V020","180,1,9,0051,1","99999,9,9,9","999999,9,9,9","+0056,5","+0003,1","99999,9",,,,,,,,"AWY047PAA SA 2100 AUTO8 M M M M/06/00/1810/M/ M 63MM=",
"71006099999","2014-04-05T22:00:00","4","52.3","-111.7666666","737.0","ALLIANCE AGCM, CA","SAO  ","99999","V020","170,1,9,0057,1","99999,9,9,9","999999,9,9,9","+0057,5","+0011,1","99999,9",,,,,,,"3,01,0087,1,190","AWY065PAA SA 2200 AUTO8 M M M M/06/01/1711/M/ PK WND 1917 2132Z M 71MM=",
"71006099999","2014-04-05T23:00:00","4","52.3","-111.7666666","737.0","ALLIANCE AGCM, CA","SAO  ","99999","V020","170,1,9,0041,1","99999,9,9,9","999999,9,9,9","+0057,5","+0016,5","99999,9",,,,,,,,"AWY047PAA SA 2300 AUTO8 M M M M/06/02/1708/M/ M 76MM=",
"71006099999","2014-04-06T00:00:00","4","52.3","-111.7666666","737.0","ALLIANCE AGCM, CA","FM-12","99999","V020","210,1,N,0026,1","99999,9,9,N","999999,9,9,9","+0071,1","+0019,1","99999,9","06,0000,9,1","24,0000,9,1",,,"120,M,+0075,1","120,N,-0046,1",,"SYN05871006 15/// /2105 10071 20019 60001 333 10075 21046 70000=",
"71006099999","2014-04-06T00:00:00","4","52.3","-111.7666666","737.0","ALLIANCE AGCM, CA","SAO  ","99999","V020","210,1,9,0026,1","99999,9,9,9","999999,9,9,9","+0071,1","+0019,5","99999,9",,,,,,,,"AWY047PAA SA 0000 AUTO8 M M M M/07/02/2105/M/ M 19MM=",
"71006099999","2014-04-06T01:00:00","4","52.3","-111.7666666","737.0","ALLIANCE AGCM, CA","SAO  ","99999","V020","180,1,9,0021,1","99999,9,9,9","999999,9,9,9","+0048,5","+0013,1","99999,9",,,,,,,,"AWY047PAA SA 0100 AUTO8 M M M M/05/01/1804/M/ M 83MM=",
"71006099999","2014-04-06T02:00:00","4","52.3","-111.7666666","737.0","ALLIANCE AGCM, CA","SAO  ","99999","V020","180,1,9,0015,1","99999,9,9,9","999999,9,9,9","+0032,1","+0007,5","99999,9",,,,,,,,"AWY047PAA SA 0200 AUTO8 M M M M/03/01/1803/M/ M 27MM=",
"71006099999","2014-04-06T03:00:00","4","52.3","-111.7666666","737.0","ALLIANCE AGCM, CA","SAO  ","99999","V020","160,1,9,0010,1","99999,9,9,9","999999,9,9,9","+0009,5","-0004,1","99999,9",,,,,,,,"AWY048PAA SA 0300 AUTO8 M M M M/01/00/1602/M/ M 9-4MM=",
"71006099999","2014-04-06T04:00:00","4","52.3","-111.7666666","737.0","ALLIANCE AGCM, CA","SAO  ","99999","V020","210,1,9,0005,1","99999,9,9,9","999999,9,9,9","+0009,5","-0009,5","99999,9",,,,,,,,"AWY048PAA SA 0400 AUTO8 M M M M/01/-01/2101/M/ M 99MM=",
"71006099999","2014-04-06T05:00:00","4","52.3","-111.7666666","737.0","ALLIANCE AGCM, CA","SAO  ","99999","V020","150,1,9,0010,1","99999,9,9,9","999999,9,9,9","+0012,1","-0014,1","99999,9",,,,,,,,"AWY048PAA SA 0500 AUTO8 M M M M/01/-01/1502/M/ M 24MM=",
"71006099999","2014-04-06T06:00:00","4","52.3","-111.7666666","737.0","ALLIANCE AGCM, CA","FM-12","99999","V020","130,1,N,0010,1","99999,9,9,N","999999,9,9,9","-0012,1","-0026,1","99999,9","06,0000,9,1","24,0000,9,1",,,"240,M,+0075,1","240,N,-0046,1",,"SYN07471006 15/// /1302 11012 21026 60001 333 10075 21046 70000 555 31917 40220=",
"71006099999","2014-04-06T06:00:00","4","52.3","-111.7666666","737.0","ALLIANCE AGCM, CA","SAO  ","99999","V020","130,1,9,0010,1","99999,9,9,9","999999,9,9,9","-0012,1","-0026,5","99999,9",,,,,,,,"AWY049PAA SA 0600 AUTO8 M M M M/-01/-03/1302/M/ M 26MM=",
"71006099999","2014-04-06T07:00:00","4","52.3","-111.7666666","737.0","ALLIANCE AGCM, CA","SAO  ","99999","V020","210,1,9,0015,1","99999,9,9,9","999999,9,9,9","+0001,1","-0027,5","99999,9",,,,,,,,"AWY048PAA SA 0700 AUTO8 M M M M/00/-03/2103/M/ M 17MM=",
"71006099999","2014-04-06T08:00:00","4","52.3","-111.7666666","737.0","ALLIANCE AGCM, CA","SAO  ","99999","V020","200,1,9,0026,1","99999,9,9,9","999999,9,9,9","+0002,1","-0027,5","99999,9",,,,,,,,"AWY048PAA SA 0800 AUTO8 M M M M/00/-03/2005/M/ M 27MM=",
"71006099999","2014-04-06T09:00:00","4","52.3","-111.7666666","737.0","ALLIANCE AGCM, CA","SAO  ","99999","V020","190,1,9,0021,1","99999,9,9,9","999999,9,9,9","+0005,1","-0031,1","99999,9",,,,,,,,"AWY048PAA SA 0900 AUTO8 M M M M/00/-03/1904/M/ M 51MM=",
"71006099999","2014-04-06T10:00:00","4","52.3","-111.7666666","737.0","ALLIANCE AGCM, CA","SAO  ","99999","V020","200,1,9,0010,1","99999,9,9,9","999999,9,9,9","-0007,5","-0035,5","99999,9",,,,,,,,"AWY049PAA SA 1000 AUTO8 M M M M/-01/-04/2002/M/ M 75MM=",
